"","OBJECTID","NAME","start_date","end_date","OID","extract_start","extract_stop","first_extract","last_extract","date","vpdmax"
"result.941",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160729",72.6554265428449
"result.942",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160730",73.9592694453286
"result.943",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160731",48.2819926807717
"result.944",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160801",48.1481495492432
"result.945",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160802",43.118717694546
"result.946",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160803",38.2121221704469
"result.947",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160804",36.6757264128341
"result.948",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160805",41.7926678756248
"result.949",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160806",39.3010621021527
"result.950",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160807",60.071579977789
"result.951",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160808",65.8881396616732
"result.952",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160809",73.2222164289228
"result.953",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160810",37.3991706339802
"result.954",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160811",45.2747469679889
"result.955",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160812",36.8159030730207
"result.956",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160813",55.8512307107149
"result.957",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160814",65.5133029426332
"result.958",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160815",60.254026866478
"result.959",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160816",67.2619611664359
"result.960",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160817",74.8214798636558
"result.961",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160818",70.9389663346573
"result.962",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160819",57.5505358080485
"result.963",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160820",56.7985522584454
"result.964",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160821",48.9834964131962
"result.965",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160822",49.989481070459
"result.966",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160823",48.0529995957678
"result.967",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160824",41.0888214142836
"result.968",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160825",53.9709158514169
"result.969",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160826",54.2152124917395
"result.970",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160827",44.1533479473918
"result.971",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160828",47.6179869301876
"result.972",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160829",51.8611227154407
"result.973",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160830",63.3734542745454
"result.974",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160831",65.8423349530082
"result.975",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160901",57.5370461526699
"result.976",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160902",51.9526336914399
"result.977",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160903",54.9191600368998
"result.978",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160904",64.1241452927835
"result.979",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160905",59.0869713284044
"result.980",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160906",59.9648684815359
"result.981",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160907",50.6855048375294
"result.982",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160908",21.560905082298
"result.983",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160909",35.092808246528
"result.984",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160910",55.1341379859778
"result.985",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160911",59.1279621457423
"result.986",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160912",60.593036858828
"result.987",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160913",48.1428749354132
"result.988",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160914",44.92744696011
"result.989",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160915",48.0271339220571
"result.990",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160916",50.9162966246441
"result.991",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160917",51.1459390436736
"result.992",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160918",55.8344654616183
"result.993",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160919",65.4537457006741
"result.994",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160920",53.9442841768526
"result.995",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160921",28.0271574509894
"result.996",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160922",43.4722436531876
"result.997",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160923",20.0858685165144
"result.998",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160924",38.9554406880647
"result.999",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160925",40.3428790128587
"result.1000",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160926",49.5331085406335
"result.1001",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160927",36.1471382547306
"result.1002",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160928",32.5250051058194
"result.1003",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160929",40.9954218063466
"result.1004",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20160930",36.396701852693
"result.1005",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161001",43.6924764773121
"result.1006",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161002",45.8488809905078
"result.1007",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161003",19.5050168107554
"result.1008",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161004",36.1001015090444
"result.1009",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161005",33.89934271581
"result.1010",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161006",36.1569339938169
"result.1011",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161007",37.2080228708443
"result.1012",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161008",47.9676026521292
"result.1013",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161009",45.3253458677864
"result.1014",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161010",43.2050381837246
"result.1015",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161011",45.5935343532686
"result.1016",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161012",47.3943679174542
"result.1017",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161013",44.2256850513879
"result.1018",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161014",44.8179783736038
"result.1019",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161015",48.6354018533777
"result.1020",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161016",45.5607110096125
"result.1021",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161017",42.0245529129277
"result.1022",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161018",37.0369407995025
"result.1023",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161019",36.6503276763133
"result.1024",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161020",41.5533390720851
"result.1025",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161021",52.6478326507936
"result.1026",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161022",48.6398883828992
"result.1027",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161023",48.6358173044947
"result.1028",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161024",46.2968837665684
"result.1029",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161025",35.3880365723299
"result.1030",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161026",35.2713780964617
"result.1031",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161027",43.8151334706659
"result.1032",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161028",51.633836718641
"result.1033",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161029",40.0215813813935
"result.1034",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161030",43.8737461250336
"result.1035",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161031",39.4139221429022
"result.1036",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161101",26.50785849376
"result.1037",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161102",25.9244591257856
"result.1038",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161103",28.8388150068827
"result.1039",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161104",27.3997545758041
"result.1040",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161105",19.4576803067087
"result.1041",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161106",22.9184593062646
"result.1042",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161107",25.5681352283925
"result.1043",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161108",29.0530113295072
"result.1044",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161109",38.5067766094562
"result.1045",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161110",33.2458633663858
"result.1046",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161111",28.2161736461486
"result.1047",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161112",28.1077075747307
"result.1048",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161113",29.9861616847152
"result.1049",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161114",31.0076734540283
"result.1050",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161115",33.6114770154256
"result.1051",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161116",35.2604089746677
"result.1052",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161117",26.5213671461404
"result.1053",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161118",22.9790108143169
"result.1054",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161119",27.1782380741389
"result.1055",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161120",32.4095572759897
"result.1056",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161121",21.1855491528839
"result.1057",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161122",12.3673503534255
"result.1058",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161123",14.9851783145077
"result.1059",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161124",19.9608240056546
"result.1060",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161125",28.0546722821268
"result.1061",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161126",29.7897893556203
"result.1062",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161127",18.5998179671739
"result.1063",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161128",11.7765462753273
"result.1064",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161129",8.42974023815964
"result.1065",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161130",13.3813558659134
"result.1066",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161201",14.2212360275684
"result.1067",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161202",13.5862709325691
"result.1068",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161203",12.782756528098
"result.1069",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161204",19.7391302880465
"result.1070",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161205",20.8282275766377
"result.1071",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161206",17.8018075346771
"result.1072",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161207",13.3629407238937
"result.1073",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161208",11.186818690446
"result.1074",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161209",13.5956552732488
"result.1075",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161210",16.9286655608601
"result.1076",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161211",17.1004409132211
"result.1077",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161212",18.1750523596333
"result.1078",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161213",18.0565485536682
"result.1079",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161214",18.1306934649904
"result.1080",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161215",19.4471523930024
"result.1081",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161216",20.0250184159255
"result.1082",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161217",15.2592002783504
"result.1083",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161218",13.0326730608948
"result.1084",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161219",14.9364296529763
"result.1085",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161220",20.0360393908807
"result.1086",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161221",20.5094047019161
"result.1087",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161222",14.9940669347998
"result.1088",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161223",5.76357563644856
"result.1089",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161224",6.01623686274231
"result.1090",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161225",7.61286365274258
"result.1091",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161226",7.97577538267725
"result.1092",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161227",12.8668132262243
"result.1093",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161228",17.3896689712425
"result.1094",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161229",10.5998252179483
"result.1095",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161230",24.5201476340729
"result.1096",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20161231",15.2929678894808
"result.1097",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170101",6.62675180299065
"result.1098",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170102",3.96218640051348
"result.1099",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170103",7.82915924247803
"result.1100",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170104",9.55295279087781
"result.1101",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170105",12.776810228681
"result.1102",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170106",11.9670083375383
"result.1103",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170107",14.6229502387108
"result.1104",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170108",14.8893984871278
"result.1105",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170109",20.256465101113
"result.1106",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170110",11.664782471098
"result.1107",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170111",15.5030894455408
"result.1108",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170112",12.2654151747026
"result.1109",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170113",14.1997869541618
"result.1110",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170114",14.1604868620755
"result.1111",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170115",12.4655398668346
"result.1112",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170116",5.25835592241207
"result.1113",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170117",9.18326993333837
"result.1114",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170118",10.8234362262806
"result.1115",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170119",12.5791898301855
"result.1116",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170120",6.44467486317324
"result.1117",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170121",3.87462808865925
"result.1118",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170122",9.68079178698323
"result.1119",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170123",10.010538803931
"result.1120",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170124",8.62187835001529
"result.1121",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170125",8.64912593524792
"result.1122",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170126",10.2576958753707
"result.1123",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170127",11.7127903812801
"result.1124",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20170128",14.0173197619864
