"","OBJECTID","NAME","start_date","end_date","OID","extract_start","extract_stop","first_extract","last_extract","date","tmax"
"result.1664",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180722",37.8840696809031
"result.1665",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180723",41.6890339059158
"result.1666",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180724",44.7270625687908
"result.1667",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180725",45.8225892529186
"result.1668",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180726",45.500303974465
"result.1669",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180727",42.9062012749198
"result.1670",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180728",42.1409633857147
"result.1671",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180729",41.1048193402546
"result.1672",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180730",39.26279527641
"result.1673",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180731",41.8705169931912
"result.1674",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180801",40.157508075967
"result.1675",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180802",41.9452611783929
"result.1676",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180803",42.2072537248671
"result.1677",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180804",42.1209428798955
"result.1678",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180805",42.8815862320677
"result.1679",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180806",43.8131175999642
"result.1680",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180807",44.6741194965583
"result.1681",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180808",42.7392762271407
"result.1682",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180809",38.4077190293082
"result.1683",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180810",37.6315480728917
"result.1684",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180811",36.6740152098516
"result.1685",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180812",37.705918586015
"result.1686",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180813",38.0548545284043
"result.1687",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180814",37.5989408184819
"result.1688",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180815",38.8204239094166
"result.1689",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180816",35.3745492503997
"result.1690",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180817",36.7303854258495
"result.1691",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180818",38.4294962461676
"result.1692",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180819",40.3476164533427
"result.1693",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180820",41.2317424331427
"result.1694",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180821",40.8291350849278
"result.1695",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180822",37.7947533308996
"result.1696",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180823",37.9137531974168
"result.1697",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180824",37.6741617561881
"result.1698",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180825",37.6479012893487
"result.1699",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180826",37.3613648367326
"result.1700",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180827",38.6250454665056
"result.1701",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180828",39.6205992132086
"result.1702",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180829",38.8729748241773
"result.1703",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180830",39.6404267944437
"result.1704",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180831",38.5617724847697
"result.1705",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180901",38.8052668389868
"result.1706",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180902",38.4399937310304
"result.1707",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180903",37.4675984351265
"result.1708",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180904",35.6100051122636
"result.1709",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180905",36.9489708000433
"result.1710",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180906",38.0853152246006
"result.1711",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180907",39.3840534014855
"result.1712",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180908",39.7952974820014
"result.1713",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180909",41.1359939617922
"result.1714",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180910",40.2223235568361
"result.1715",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180911",40.2405365617219
"result.1716",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180912",40.6014055231509
"result.1717",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180913",40.2227626661823
"result.1718",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180914",39.5144354814468
"result.1719",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180915",41.1863541408289
"result.1720",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180916",41.6650664328958
"result.1721",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180917",38.9735258714049
"result.1722",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180918",40.5602907908062
"result.1723",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180919",38.8017954885042
"result.1724",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180920",30.5209351504526
"result.1725",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180921",35.2861019778292
"result.1726",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180922",37.3561795586829
"result.1727",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180923",38.1090274418617
"result.1728",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180924",38.1286643449927
"result.1729",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180925",36.902858814973
"result.1730",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180926",36.7285657146116
"result.1731",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180927",37.9991980408274
"result.1732",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180928",38.4968977665487
"result.1733",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180929",38.5000964074153
"result.1734",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20180930",37.1524934290188
"result.1735",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181001",34.4976286911121
"result.1736",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181002",25.2977490573532
"result.1737",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181003",26.5887084622399
"result.1738",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181004",29.3872542657341
"result.1739",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181005",29.3617006679647
"result.1740",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181006",28.8811238271155
"result.1741",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181007",28.4187546540037
"result.1742",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181008",22.4576180361222
"result.1743",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181009",23.4324020147713
"result.1744",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181010",26.312350433914
"result.1745",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181011",27.215432788436
"result.1746",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181012",27.8479421897439
"result.1747",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181013",26.8910867437081
"result.1748",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181014",21.4431937043701
"result.1749",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181015",23.5777886351675
"result.1750",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181016",24.8018756512453
"result.1751",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181017",19.9124504256555
"result.1752",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181018",24.2178445704688
"result.1753",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181019",26.0660141523003
"result.1754",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181020",28.6974009149035
"result.1755",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181021",32.4477592759589
"result.1756",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181022",30.6915165632034
"result.1757",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181023",30.0769065599535
"result.1758",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181024",30.5051716045595
"result.1759",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181025",28.1646497362331
"result.1760",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181026",28.8055895961635
"result.1761",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181027",29.6462376245751
"result.1762",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181028",31.062955140382
"result.1763",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181029",31.0049472122376
"result.1764",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181030",30.0666345734967
"result.1765",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181031",28.4195789650311
"result.1766",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181101",24.1210893780598
"result.1767",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181102",24.1703564230792
"result.1768",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181103",26.5515971508357
"result.1769",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181104",26.2908737722757
"result.1770",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181105",25.9637810347172
"result.1771",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181106",27.1884416590971
"result.1772",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181107",27.4545938855014
"result.1773",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181108",27.211850863263
"result.1774",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181109",26.0179227878589
"result.1775",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181110",25.2548317285613
"result.1776",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181111",24.9150410749673
"result.1777",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181112",22.8432805468371
"result.1778",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181113",18.9474857920974
"result.1779",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181114",18.5466489215023
"result.1780",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181115",19.8152245541818
"result.1781",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181116",23.4061767321382
"result.1782",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181117",23.8776018013661
"result.1783",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181118",22.1133894443657
"result.1784",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181119",22.0276035847613
"result.1785",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181120",23.3824217504824
"result.1786",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181121",25.1841035473876
"result.1787",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181122",22.8464463794193
"result.1788",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181123",18.6740522147451
"result.1789",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181124",20.2097269873598
"result.1790",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181125",20.7014939786478
"result.1791",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181126",21.7716882109778
"result.1792",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181127",23.1538082097637
"result.1793",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181128",23.2179699232847
"result.1794",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181129",24.2604456365845
"result.1795",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181130",19.8975084670262
"result.1796",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181201",17.015422792433
"result.1797",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181202",16.7762397126686
"result.1798",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181203",15.5707660189025
"result.1799",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181204",16.0253498156704
"result.1800",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181205",17.976083444057
"result.1801",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181206",22.0080883412067
"result.1802",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181207",14.8810745574243
"result.1803",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181208",19.4622841892615
"result.1804",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181209",18.7772132635465
"result.1805",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181210",20.6206100640781
"result.1806",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181211",21.6153758065606
"result.1807",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181212",20.9501059293636
"result.1808",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181213",18.8530181742004
"result.1809",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181214",19.671017155362
"result.1810",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181215",18.2412661853836
"result.1811",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181216",19.9444731133265
"result.1812",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181217",20.0119737566947
"result.1813",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181218",19.9967508072009
"result.1814",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181219",20.123648657505
"result.1815",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181220",19.7539821585021
"result.1816",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181221",22.9345881137312
"result.1817",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181222",19.4184237002183
"result.1818",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181223",21.604161467163
"result.1819",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181224",22.1084166276683
"result.1820",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181225",21.2504611485438
"result.1821",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181226",17.2221249206872
"result.1822",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181227",15.1441571866915
"result.1823",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181228",14.1057491484143
"result.1824",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181229",11.5857962021456
"result.1825",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181230",13.1261414158296
"result.1826",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20181231",12.7396871316767
"result.1827",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20190101",10.2686220975045
"result.1828",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20190102",9.66542267932298
"result.1829",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20190103",9.83312521099502
"result.1830",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20190104",12.5220767105228
"result.1831",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20190105",18.2061055148804
"result.1832",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20190106",18.8523486397746
"result.1833",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20190107",11.9758331091123
"result.1834",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20190108",16.3235891650896
"result.1835",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20190109",20.9057532270515
"result.1836",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20190110",21.3441751674402
"result.1837",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20190111",18.5980596945705
"result.1838",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20190112",17.8193950999647
"result.1839",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20190113",19.287760885671
"result.1840",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20190114",15.9472533996445
"result.1841",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20190115",19.754318668379
"result.1842",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20190116",18.0580185097477
"result.1843",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20190117",19.1951369760923
"result.1844",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20190118",19.6194221141732
"result.1845",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20190119",20.2286495228135
"result.1846",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20190120",21.1245938975228
